AMH_1_1_12	AMH_1_2_10	AMH_2_1_12	AMH_2_2_12	BAN_1_1_12	BAN_1_2_10	BAN_2_1_10	BAN_2_2_10	BED_1_1_12	BED_1_2_10	BED_2_1_12	BED_2_2_10	BPL_1_1_10	BPL_1_2_12	BPL_2_1_10	BPL_2_2_12	BTT_1_1_12	BTT_1_2_10	BTT_2_1_12	BTT_2_2_12	CMP_1_1_10	CMP_1_2_12	CMP_2_1_10	CMP_2_2_10	CPI_1_1_12	CPI_1_2_10	CPI_2_1_12	CPI_2_2_12	CQC_1_1_10	CQC_1_2_12	CQC_2_1_10	CQC_2_2_10	Only identified by site	Reverse	Potential contaminant	ANOVA Significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	ANOVA p value	ANOVA q-value	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
1.2731E+08	1.3012E+08	1.0751E+08	9.623101E+07	1.065801E+08	8.970398E+07	8.407705E+07	7.4577E+07	1.0699E+08	1.1569E+08	1.1774E+08	7.996497E+07	1.3008E+08	1.3511E+08	1.1203E+08	9.729999E+07	1.4153E+08	1.4483E+08	1.0636E+08	1.2514E+08	4.777499E+07	2.1916E+07	5.240101E+07	5.719699E+07	1.2548E+08	1.443E+08	1.1249E+08	1.1674E+08	1.2992E+07	7039296	9.695303E+07	6.210797E+07				+	27	27	27	24.5	24.5	24.5	169.47	0	60.523	2627400000	267	0.000591890226399992	0.00611326860841424	P38181	P38181	Nucleoporin NUP170	NUP170	sp|P38181|NU170_YEAST Nucleoporin NUP170 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP170 PE=1 SV=1
2908881	1269593	4103089	6166559	3.507598E+07	2638163	5281945	3681799	3406966	2053740	3236637	3974317	1287386	4.645098E+07	2868138	3.943598E+07	4.192702E+07	3136676	3.7238E+07	2022826	1914940	1876398	9799181	7814862	4636957	2442170	1676777	2720907	2430362	4795776	2064305	3.668602E+07					5	5	5	6.4	6.4	6.4	83.855	0	4.5513	245100000	11	0.606570577189503	0.475374295043039	P38187	P38187	Ubiquitin carboxyl-terminal hydrolase 13	UBP13	sp|P38187|UBP13_YEAST Ubiquitin carboxyl-terminal hydrolase 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP13 PE=1 SV=3
2.141799E+07	2.219501E+07	3.129199E+07	2.973001E+07	3.18E+07	3.482798E+07	2.794299E+07	3.0311E+07	1.461599E+07	1.6103E+07	1.6996E+07	1.589E+07	2.117E+07	2.0134E+07	1.5579E+07	1.3585E+07	1.9815E+07	2.2617E+07	2.011601E+07	1.864201E+07	4.239002E+07	3.6738E+07	2.729099E+07	2.2919E+07	2.170699E+07	2.484401E+07	1.9776E+07	1.6355E+07	5.7882E+07	5.933296E+07	2.3657E+07	3.2038E+07				+	6	6	6	13.2	13.2	13.2	50.655	0	22.623	547530000	61	4.30401406340011E-05	0.00177942998760843	P38193	P38193	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PSY4	sp|P38193|PP4R2_YEAST Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSY4 PE=1 SV=1
5.440899E+08	4.812002E+08	5.127301E+08	5.448602E+08	5.421498E+08	5.144602E+08	5.488198E+08	5.3172E+08	5.116E+08	4.623501E+08	5.212297E+08	6.362397E+08	5.597604E+08	5.334303E+08	6.351698E+08	6.842602E+08	6.839401E+08	5.078001E+08	7.913905E+08	7.513198E+08	4.922803E+08	5.475197E+08	5.013302E+08	5.034297E+08	4.443001E+08	4.491798E+08	5.338699E+08	5.576198E+08	6.212702E+08	6.360202E+08	5.072197E+08	6.083597E+08				+	15	15	15	54.9	54.9	54.9	29.123	0	130.98	13168000000	593	0.0106071403571962	0.0251891891891892	P38197	P38197	UPF0001 protein YBL036C		sp|P38197|PLPHP_YEAST Pyridoxal phosphate homeostasis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL036C PE=1 SV=1
4.169998E+08	4.217797E+08	4.3681E+08	4.543701E+08	4.593998E+08	5.483897E+08	4.147702E+08	4.595298E+08	2.2937E+08	2.718602E+08	2.6536E+08	1.9195E+08	2.767299E+08	2.522799E+08	1.9572E+08	2.4963E+08	4.096801E+08	3.769001E+08	2.860001E+08	3.0733E+08	7.070897E+08	4.165E+08	3.429702E+08	3.254599E+08	4.274399E+08	4.369198E+08	3.967801E+08	3.767601E+08	4.9157E+08	4.442701E+08	3.395198E+08	3.674898E+08				+	13	13	13	48.6	48.6	48.6	41.682	0	323.31	8361600000	388	1.84040933849042E-05	0.00117271407837446	P38199	P38199	Heterogeneous nuclear rnp K-like protein 2	HEK2	sp|P38199|HEK2_YEAST Heterogeneous nuclear rnp K-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEK2 PE=1 SV=1
2910600	7415101	6181896	3294201	2215102	6158102	5370300	4210600	1195517	3521701	5018403	3623800	4928899	3024900	2850202	5060911	4061300	6238597	3659002	4288698	6369198	4826102	4861284	2983700	5574201	5023700	5219000	4065002	6080623	7235624	3110001	3835398					4	4	4	15.1	15.1	15.1	38.015	0	4.7331	100500000	32	0.657999707191813	0.523009703028521	P38200	P38200	Mitotic spindle-associated protein SHE1	SHE1	sp|P38200|SHE1_YEAST Mitotic spindle-associated protein SHE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHE1 PE=1 SV=1
1.256101E+08	2.1491E+08	1.4687E+08	1.0636E+08	1.0214E+08	1.707801E+08	1.2292E+08	6.566904E+07	6.6652E+07	7.244602E+07	5.117799E+07	7.860496E+07	1.222001E+08	5.369E+07	1.2351E+08	9.262101E+07	1.0395E+08	8.527397E+07	1.5145E+08	1.3651E+08	5.329101E+07	2.707901E+07	7.086798E+07	8.406905E+07	1.3527E+08	2.263701E+08	1.073899E+08	1.139699E+08	3.772401E+07	9.8261E+07	8.427502E+07	9.087102E+07				+	5	5	5	31.1	31.1	31.1	12.401	0	8.6459	3143100000	72	0.00641995993261109	0.0192189740761169	P38202	P38202	UPF0642 protein YBL028C		sp|P38202|YBC8_YEAST UPF0642 protein YBL028C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL028C PE=1 SV=1
6.670004E+07	7.147204E+07	4.767101E+07	5.330898E+07	4.511199E+07	5.371897E+07	7.6179E+07	7.278404E+07	5.268303E+07	5.282203E+07	6.196404E+07	7.846998E+07	5.556601E+07	4.1364E+07	1.047E+08	5.488598E+07	7.627695E+07	5.950901E+07	1.215E+08	9.051203E+07	4.986498E+07	3.9151E+07	9.892394E+07	9.4964E+07	5.3668E+07	6.366402E+07	8.152702E+07	7.554104E+07	3.794098E+07	5.739401E+07	9.061105E+07	1.0114E+08					6	6	6	60	60	60	11.163	0	88.148	1706700000	148	0.81476310187235	0.691109447004608	P38203	P38203	U6 snRNA-associated Sm-like protein LSm2	LSM2	sp|P38203|LSM2_YEAST U6 snRNA-associated Sm-like protein LSm2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSM2 PE=1 SV=1
5981198	9251797	6813500	6921203	7530602	7644697	7066197	5773298	6862398	6300297	5929501	4134454	5315402	3968006	5034278	1.174134E+07	3316478	6461202	3373507	6322000	3857698	7229896	1.166701E+07	1.0529E+07	5114499	4788097	3109224	2734224	5189559	1.340099E+07	8100199	1.0436E+07					2	2	2	19.3	19.3	19.3	16.505	0.0073717	2.172	115240000	8	0.0449286422327129	0.0590239867659222	P38204	P38204	RNA polymerase I-specific transcription initiation factor RRN10	RRN10	sp|P38204|RRN10_YEAST RNA polymerase I-specific transcription initiation factor RRN10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRN10 PE=1 SV=1
1.2842E+09	1.234099E+09	1.193E+09	1.367101E+09	1.4299E+09	1.619301E+09	1.260099E+09	1.2216E+09	9.088495E+08	9.518799E+08	9.410998E+08	9.7882E+08	1.1976E+09	1.373899E+09	1.0518E+09	1.0443E+09	1.1675E+09	1.224901E+09	1.424001E+09	1.311E+09	1.2426E+09	1.006799E+09	1.062801E+09	1.073701E+09	1.419799E+09	1.4984E+09	1.2181E+09	1.217101E+09	1.2729E+09	8.249895E+08	1.091E+09	1.12E+09				+	41	41	41	56.6	56.6	56.6	77.878	0	323.31	30057000000	1136	0.000821253033447043	0.00705432287681714	P38205	P38205	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	NCL1	sp|P38205|NCL1_YEAST Multisite-specific tRNA:(cytosine-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NCL1 PE=1 SV=1
2.885001E+07	1.7287E+07	1.351E+07	1.5441E+07	1.733101E+07	1.067E+07	2.791898E+07	1.8197E+07	2.996702E+07	3.174401E+07	2.389501E+07	1.5274E+07	5.797498E+07	3.241999E+07	3.326499E+07	3.734E+07	1.3801E+07	2.959401E+07	3422392	3643424	2715412	1.486601E+07	1.777701E+07	1.9479E+07	2.796701E+07	3.059201E+07	2.9243E+07	2.3566E+07	1.057497E+07	5252197	5117928	6219837				+	5	5	5	13.1	13.1	13.1	66.21	0	6.7047	579360000	34	0.001788587252375	0.0102638981915606	P38206	P38206	Oligosaccharide translocation protein RFT1	RFT1	sp|P38206|RFT1_YEAST Oligosaccharide translocation protein RFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFT1 PE=1 SV=1
7447001	1.5453E+07	1869129	5568397	4113501	7099063	1.24E+07	3084025	8129702	7723601	8386202	855008.8	1.350001E+07	1.4959E+07	8433098	1.361E+07	1.973299E+07	4426327	7341202	7623099	3090233	6441253	4534502	5164898	1.1462E+07	7756203	4209103	2783713	3497508	6569561	7475004	8901194					3	3	3	32.3	32.3	32.3	15.512	0	8.0511	166190000	20	0.476722517421926	0.365042047531993	P38208	P38208	Ribonucleases P/MRP protein subunit POP8	POP8	sp|P38208|POP8_YEAST Ribonucleases P/MRP protein subunit POP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POP8 PE=1 SV=1
2.162601E+07	1.7568E+07	2169572	1.675199E+07	1.515099E+07	3.3028E+07	2.498301E+07	2.589799E+07	3544463	1.637399E+07	2606449	9812794	2.1252E+07	1.8092E+07	1851133	1.793601E+07	3.345198E+07	2948116	1.036401E+07	9888720	3226213	3838158	1043996	3665814	2472804	1.689199E+07	5307011	1.7398E+07	1.5116E+07	8968703	1.543899E+07	9675699					4	4	4	43.9	43.9	43.9	19.792	0	78.138	351860000	20	0.0688228925980134	0.0771486224291812	P38210	P38210	Chromatin structure-remodeling complex protein RSC14	LDB7	sp|P38210|LDB7_YEAST Chromatin structure-remodeling complex protein RSC14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LDB7 PE=1 SV=2
3.177298E+07	2.788601E+07	4.264302E+07	3.915301E+07	2.446999E+07	2.960798E+07	3.0369E+07	3.609699E+07	4.826102E+07	4.886801E+07	3.497402E+07	3.476601E+07	1.1798E+07	1.0685E+07	5684600	5423198	2.3741E+07	3.266298E+07	2.202099E+07	2.348501E+07	6.113898E+07	5.226802E+07	3.039399E+07	3.4637E+07	2.574601E+07	2.493401E+07	2.309701E+07	2.4016E+07	7.576398E+07	8.475706E+07	2.6628E+07	3.440902E+07				+	5	5	5	35.2	35.2	35.2	23.886	0	33.898	663350000	130	3.27472779666789E-07	0.000592592592592593	P38212	P38212	Protein RCR1	RCR1	sp|P38212|RCR1_YEAST Protein RCR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCR1 PE=1 SV=1
1869100	4727599	3711601	2741800	4620098	5171703	5052000	4107002	2444299	4422403	3291602	7515603	3874248	8323760	6418955	3407047	1316801	3986399	4624798	6818014	1.117101E+07	1.349399E+07	7203496	5513099	3499599	3009801	4519300	2390099	3.114901E+07	1.3705E+07	4274202	8733199				+	3	3	3	24.2	24.2	24.2	14.617	0	6.4448	113590000	17	0.00949777824972377	0.0236512714063311	P38216	P38216	Uncharacterized protein YBR016W		sp|P38216|YBM6_YEAST Uncharacterized protein YBR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR016W PE=1 SV=1
2.407799E+08	2.4944E+08	2.5917E+08	2.352899E+08	2.551599E+08	3.268302E+08	2.3292E+08	2.128999E+08	2.247999E+08	2.1194E+08	2.1934E+08	2.102201E+08	3.430999E+08	2.4637E+08	2.370399E+08	2.7481E+08	2.664501E+08	3.3281E+08	2.454301E+08	2.1507E+08	2.1184E+08	1.9912E+08	2.2041E+08	2.499302E+08	2.6102E+08	2.5786E+08	2.4623E+08	2.251801E+08	2.070999E+08	1.357001E+08	2.2075E+08	2.048999E+08				+	11	11	11	15.1	15.1	15.1	103.68	0	46.884	6600000000	241	0.0238204810475291	0.0398226244343891	P38217	P38217	Importin subunit beta-2	KAP104	sp|P38217|IMB2_YEAST Importin subunit beta-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAP104 PE=1 SV=1
5455400	1.103501E+07	3886247	7317326	5435954	9468194	1816866	1.031701E+07	1.668101E+07	1.086701E+07	1.5042E+07	1.363799E+07	1.4746E+07	8729101	1.2704E+07	8970197	1.064801E+07	1.196001E+07	7477001	1.1983E+07	2.3741E+07	6495178	1026042	8376706	6084997	9510598	5818976	1.0782E+07	9105598	7211396	9828296	1.2018E+07					5	5	5	28.2	28.2	28.2	19.938	0.00031017	3.9299	169850000	25	0.347368328504181	0.270035578144854	P38218	P38218	ADP-ribose 1-phosphate phosphatase	POA1	sp|P38218|POA1_YEAST ADP-ribose 1-phosphate phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POA1 PE=1 SV=1
6.199803E+09	5.715707E+09	5.426704E+09	5.385294E+09	8.244803E+09	8.580899E+09	6.450899E+09	6.763705E+09	5.474306E+09	5.612995E+09	5.575807E+09	5.370405E+09	4.328497E+09	4.632703E+09	4.3779E+09	4.277802E+09	6.006396E+09	6.951804E+09	5.632308E+09	6.214E+09	7.77279E+09	6.634999E+09	5.175799E+09	4.927406E+09	6.067805E+09	5.532206E+09	4.492896E+09	5.014694E+09	7.782908E+09	6.652601E+09	5.232202E+09	5.328706E+09				+	33	33	33	80.5	80.5	80.5	44.174	0	323.31	139270000000	1620	0.000668055635148487	0.00650039714058777	P38219	P38219	Obg-like ATPase 1	OLA1	sp|P38219|OLA1_YEAST Obg-like ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OLA1 PE=1 SV=1
3.593799E+09	4.281401E+09	2.952402E+09	3.014101E+09	3.1321E+09	2.633601E+09	3.551799E+09	2.837801E+09	4.148503E+09	3.908598E+09	3.522301E+09	3.081799E+09	3.355398E+09	3.4937E+09	3.6535E+09	3.557E+09	3.7471E+09	4.464805E+09	4.103397E+09	4.322595E+09	5.543598E+09	3.234498E+09	2.804498E+09	2.754698E+09	3.692698E+09	4.214899E+09	4.021E+09	3.324498E+09	2.8477E+09	2.0766E+09	3.236799E+09	2.159801E+09				+	9	9	9	16.2	16.2	16.2	51.822	0	140.29	76162000000	271	0.0187427567856203	0.034656015037594	P38221	P38221	Phosphatidate cytidylyltransferase	CDS1	sp|P38221|CDS1_YEAST Phosphatidate cytidylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDS1 PE=1 SV=1
2379691	9732303	8242396	5906132	1.276E+07	1.876101E+07	1.668401E+07	1.9176E+07	8532404	1.2341E+07	9377998	8455202	1.2981E+07	1.828601E+07	1.394099E+07	1.1599E+07	1.3629E+07	1.499599E+07	1.3599E+07	1.4036E+07	1.334301E+07	1.1569E+07	1025584	2515110	8077805	1.548401E+07	8890997	2713564	2.105701E+07	1.1486E+07	4704772	1.8101E+07					4	4	4	13	13	13	62.593	0.00090854	3.3299	217130000	8	0.0568363618207061	0.068256880733945	P38222	P38222	Ribosomal lysine N-methyltransferase 3	RKM3	sp|P38222|RKM3_YEAST Ribosomal lysine N-methyltransferase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RKM3 PE=1 SV=1
3.190102E+07	3.4847E+07	1.949499E+07	1.782E+07	1.479399E+07	1.3238E+07	2.5802E+07	2.531399E+07	8777694	1.351401E+07	1.2121E+07	1.9617E+07	4.5625E+07	3.6685E+07	1.849899E+07	2.7926E+07	4.233798E+07	3.6162E+07	1.274E+07	3.279898E+07	1727396	3424098	1.403301E+07	7063703	3.408002E+07	3.6213E+07	4.397699E+07	4.5425E+07	1334431	1888958	2.104401E+07	1.0055E+07				+	9	9	9	19.3	19.3	19.3	77.14	0	42.08	653960000	72	0.000285162273516745	0.0042116991643454	P38225	P38225	Very long-chain fatty acid transport protein	FAT1	sp|P38225|FAT1_YEAST Very long-chain fatty acid transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAT1 PE=1 SV=2
6931001	1.004901E+07	6039602	8538904	9587405	6584700	1.371099E+07	2372384	938137.2	2752085	9076800	4627379	2.526901E+07	2.426599E+07	2.275999E+07	1.920201E+07	1.855401E+07	1.6483E+07	1.555699E+07	1.488501E+07	3823860	1.0639E+07	1.0958E+07	4570500	7668596	2424390	9827698	1.125E+07	9832403	1.275555E+07	1.334001E+07	8930604				+	7	7	7	22.9	22.9	22.9	45.515	0	24.393	252950000	39	0.00150548006073528	0.0094405498281787	P38226	P38226	Uncharacterized acyltransferase CST26	CST26	sp|P38226|CST26_YEAST 2-acyl-1-lysophosphatidylinositol acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CST26 PE=1 SV=1
4.959103E+07	6.000499E+07	4.581001E+07	4.9881E+07	2.815499E+07	3.111999E+07	4.1024E+07	3.809E+07	4.902999E+07	5.044298E+07	5.897798E+07	7.640604E+07	6.340196E+07	3.614599E+07	9.390902E+07	7.175503E+07	6.365998E+07	6.5301E+07	7.427905E+07	6.772098E+07	2.392001E+07	1.1783E+07	7.124995E+07	6.680603E+07	5.106303E+07	6.4701E+07	6.057498E+07	7.436198E+07	6255900	1.7383E+07	6.1971E+07	5.578196E+07					8	8	8	47.6	47.6	47.6	22.921	0	28.185	1363200000	150	0.0985480860263765	0.0991273268801191	P38234	P38234	Protein RFS1	RFS1	sp|P38234|RFS1_YEAST Protein RFS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFS1 PE=1 SV=1
1.4209E+07	1.8782E+07	1.9443E+07	2.070799E+07	8535405	7014881	1.1399E+07	1.272E+07	1.949301E+07	2.0404E+07	1.6898E+07	2.7128E+07	2.721698E+07	2.742199E+07	3.423401E+07	2.942201E+07	2.154801E+07	2.814401E+07	3.084902E+07	2.320201E+07	1.3389E+07	1.6363E+07	1.899401E+07	1.893999E+07	1.743799E+07	1.3221E+07	2.360601E+07	2.109699E+07	9329596	1.169801E+07	2.424601E+07	2.316499E+07				+	4	4	4	17.3	17.3	17.3	40.295	0	8.6478	474380000	79	0.000108971678401228	0.0026550598476605	P38235	P38235	Uncharacterized protein YBR053C		sp|P38235|YBQ3_YEAST Uncharacterized protein YBR053C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR053C PE=1 SV=1
6.561002E+07	7.051199E+07	9.151603E+07	8.821798E+07	8.006695E+07	9.958003E+07	8.276705E+07	9.738699E+07	5.594496E+07	4.864099E+07	4.494501E+07	5.046098E+07	3.876399E+07	3.279699E+07	2.758598E+07	2.740401E+07	6.9274E+07	7.5576E+07	7.624701E+07	6.774902E+07	1.167299E+08	8.243006E+07	3.976298E+07	7.171899E+07	6.812499E+07	5.607203E+07	5.417099E+07	6.105699E+07	1.5144E+08	1.655E+08	6.385301E+07	7.869802E+07				+	11	11	11	32.5	32.5	32.5	41.433	0	23.424	1508500000	177	2.03641005910943E-05	0.00121074964639321	P38236	P38236	Protein MUM2	MUM2	sp|P38236|MUM2_YEAST Protein MUM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUM2 PE=1 SV=1
6.557499E+07	6.030601E+07	5.942701E+07	7.5774E+07	5.594001E+07	6.800396E+07	6.381503E+07	5.450598E+07	7.553705E+07	7.422898E+07	7.293605E+07	8.658402E+07	1.0695E+08	8.963404E+07	8.286602E+07	8.042798E+07	7.934795E+07	9.025596E+07	7.297897E+07	7.744695E+07	4.5539E+07	4.416402E+07	4.650598E+07	5.237697E+07	6.971003E+07	7.7553E+07	7.668505E+07	6.196297E+07	2.451399E+07	1.11E+07	5.826297E+07	5.649901E+07				+	13	13	13	24.5	24.5	24.5	88.629	0	75.525	1749700000	199	0.000723874027892976	0.00669913589945012	P38237	P38237	Ubiquitin carboxyl-terminal hydrolase 14	UBP14	sp|P38237|UBP14_YEAST Ubiquitin carboxyl-terminal hydrolase 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP14 PE=1 SV=2
9.484606E+07	8.240804E+07	8.289704E+07	9.939602E+07	1.0639E+08	1.2152E+08	1.2214E+08	1.2006E+08	6.368204E+07	7.203296E+07	9.491706E+07	5.053102E+07	1.1346E+08	1.055101E+08	6.010296E+07	8.638599E+07	9.974802E+07	7.742903E+07	8.2473E+07	6.455097E+07	4.772701E+07	1430392	2.370399E+07	5.120798E+07	6.707702E+07	1.030299E+08	4.734297E+07	7.692102E+07	5.325397E+07	7.483498E+07	6.547199E+07	3.3706E+07				+	8	8	8	27.7	27.7	27.7	34.7	0	37.227	2055400000	197	0.0111990190922316	0.0258455325593135	P38238	P38238	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase	TRM7	sp|P38238|TRM7_YEAST tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM7 PE=1 SV=1
7.095901E+07	5.722202E+07	6.772198E+07	6.4914E+07	5.809298E+07	6.2219E+07	6.453604E+07	6.409202E+07	5.050403E+07	4.364498E+07	5.188598E+07	5.299102E+07	5.0094E+07	4.9565E+07	5.2314E+07	3.892499E+07	4.659898E+07	6.394602E+07	4.618901E+07	4.516003E+07	1.162201E+08	1.2042E+08	8.551998E+07	8.706096E+07	5.968401E+07	4.307102E+07	4.129302E+07	3.650299E+07	1.4873E+08	1.269801E+08	4.62E+07	7.167501E+07				+	4	4	4	31.7	31.7	31.7	20.596	0	40.967	1472000000	94	0.000152311382059515	0.00304329896907216	P38239	P38239	Uncharacterized RING finger protein YBR062C		sp|P38239|YBR2_YEAST Uncharacterized RING finger protein YBR062C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR062C PE=1 SV=2
3552001	4367599	2566163	5067003	5709644	7285799	3210700	1694604	1.0979E+07	1.0255E+07	4895699	1.5391E+07	6222000	5573302	1961200	8140899	5323898	6585196	6417597	4046706	1.4533E+07	1.1603E+07	6536596	4634873	2010745	4204898	3124359	4164472	1.1874E+07	8773599	5593003	5988604				+	6	6	6	14.8	14.8	14.8	40.924	0	4.9312	113330000	22	0.0168030123141804	0.0325684310920362	P38241	P38241	Pre-mRNA-splicing factor SLT11	ECM2	sp|P38241|SLT11_YEAST Pre-mRNA-splicing factor SLT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM2 PE=1 SV=1
1.5983E+07	2.018199E+07	8800097	1.0036E+07	9073801	6628004	7526103	6654098	1.380899E+07	1.2993E+07	1.1416E+07	2425586	2.689498E+07	3.156999E+07	1.947099E+07	2.596299E+07	2.0273E+07	2.998402E+07	2.270199E+07	2.0317E+07	1.0222E+07	1.303869E+07	2908600	8912699	1.0421E+07	1.795E+07	1.9346E+07	1.612E+07	1.240801E+07	2496809	1.5104E+07	1.3489E+07				+	8	8	8	9.5	9.5	9.5	111.03	0	7.7028	385740000	38	0.0087051167352291	0.0225471698113208	P38244	P38244	Vacuolar membrane protease	PFF1	sp|P38244|PFF1_YEAST Vacuolar membrane protease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFF1 PE=1 SV=3
2.779399E+07	2.755999E+07	3.570598E+07	2.7672E+07	2.712201E+07	2.6352E+07	2.721601E+07	3.1551E+07	4.166102E+07	2.5468E+07	3.037302E+07	4.490598E+07	2.025499E+07	2.2324E+07	3.6203E+07	3.4739E+07	2.987402E+07	3.605002E+07	4.490498E+07	4.480701E+07	2.496E+07	3.3947E+07	3.262901E+07	3.944E+07	2.823599E+07	2.614701E+07	2.922101E+07	3.1453E+07	3.792198E+07	3.573999E+07	3.019302E+07	3.907302E+07					4	4	4	29	29	29	18.354	0	5.4669	763600000	71	0.13302615191151	0.122756698821008	P38247	P38247	Protein SLM4	SLM4	sp|P38247|SLM4_YEAST Protein SLM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLM4 PE=1 SV=1
6.341604E+08	8.273795E+08	6.3161E+08	6.463098E+08	7.5159E+08	9.228902E+08	7.293295E+08	7.469402E+08	1.1318E+09	1.0146E+09	1.099601E+09	1.384801E+09	1.512E+09	7.866203E+08	9.787903E+08	9.624602E+08	8.759203E+08	1.114299E+09	1.1846E+09	1.243799E+09	5.465E+08	5.306098E+08	1.136301E+09	1.3612E+09	7.835998E+08	8.4737E+08	9.349698E+08	8.086897E+08	3.3047E+08	4.492202E+08	8.935599E+08	7.4931E+08				+	6	6	6	11.4	11.4	11.4	43.768	0	258	21165000000	242	0.0152955253937606	0.0306878919440425	P38248	P38248	Cell wall protein ECM33	ECM33	sp|P38248|ECM33_YEAST Cell wall protein ECM33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM33 PE=1 SV=3
3.317499E+09	3.3809E+09	3.002301E+09	2.972502E+09	3.599001E+09	4.219398E+09	2.954901E+09	3.144801E+09	2.9956E+09	3.190102E+09	3.120498E+09	2.934199E+09	3.2119E+09	3.1831E+09	3.0494E+09	2.987702E+09	3.2659E+09	3.500801E+09	3.080199E+09	3.165001E+09	2.5326E+09	2.114499E+09	2.8686E+09	2.8184E+09	3.577199E+09	3.534401E+09	3.679599E+09	3.3073E+09	3.2965E+09	1.6648E+09	3.170001E+09	2.7388E+09				+	70	70	70	66.1	66.1	66.1	110.34	0	323.31	81066000000	2275	0.0309700390796049	0.0467443082311734	P38249	P38249	Eukaryotic translation initiation factor 3 subunit A	RPG1	sp|P38249|EIF3A_YEAST Eukaryotic translation initiation factor 3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPG1 PE=1 SV=1
